Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA
SP1,12/05/2007,Sevilla,Recreativo,2,1,H,1,0,H,16,15,8,5,22,21,10,4,5,2,0,0,1.57,3.6,6,1.45,3.85,6.5,1.52,3.75,6.5,1.5,3.5,6.3,1.61,3.5,4.5,1.53,3.6,6.25,1.57,3.5,5,1.6,3.4,5.5,1.5,3.6,6,42,1.62,1.54,3.75,3.55,6.75,5.83
SP1,13/05/2007,Ath Bilbao,La Coruna,1,1,D,0,0,D,7,8,2,2,20,22,8,3,3,3,1,1,1.9,3.25,4,1.9,3.3,3.65,1.92,3.25,4,1.75,3.2,4.3,1.9,3.2,3.5,1.85,3.3,4,1.9,3.2,3.5,1.95,3.2,3.6,1.9,3.2,3.5,43,1.95,1.87,3.4,3.22,4.6,3.94
SP1,13/05/2007,Barcelona,Betis,1,1,D,1,0,H,18,4,3,3,21,24,7,5,2,3,0,0,1.2,5.75,15,1.23,5.3,10,1.25,5.25,11,1.22,4.8,11,1.2,5,11,1.2,5.75,12,1.25,4.5,10,1.18,5.5,13,1.22,5,9.5,44,1.28,1.23,5.75,5.18,15,11.21
SP1,13/05/2007,Celta,Levante,1,2,A,0,1,A,20,8,6,3,14,23,7,3,5,4,0,0,1.9,3.25,4,1.95,3.1,3.8,1.92,3.25,4,1.9,3.1,3.8,1.83,3.2,3.75,1.91,3.25,3.8,1.95,3.1,3.5,1.8,3.2,4.33,1.85,3.2,3.75,46,1.95,1.89,3.35,3.22,4.33,3.86
SP1,13/05/2007,Getafe,Ath Madrid,1,4,A,0,2,A,15,15,6,7,23,20,8,5,4,6,0,0,2.4,3.2,2.87,2.25,3.1,3,2.35,3.1,3,2.4,3,2.8,2.2,3,3,2.3,3,3.1,2.25,3.1,2.8,2.25,3.2,2.88,2.25,3,2.9,45,2.4,2.31,3.2,3.06,3.5,2.95
SP1,13/05/2007,Gimnastic,Sociedad,1,3,A,1,2,A,13,14,5,7,22,15,4,2,1,4,0,0,2.6,3.4,2.5,2.5,3.15,2.6,2.6,3.2,2.6,2.4,3.2,2.6,2.4,3.25,2.5,2.62,3.2,2.5,2.5,3.1,2.5,2.4,3.25,2.62,2.5,3.1,2.5,44,2.75,2.57,3.4,3.2,2.63,2.51
SP1,13/05/2007,Osasuna,Villarreal,1,4,A,1,1,D,21,11,5,8,15,19,3,3,3,3,0,0,2.3,3.25,3,2.3,3,3,2.35,3.1,3,2.2,3,3.1,2.2,3,3,2.25,3.1,3.1,2.25,3.1,2.8,2.15,3.2,3.1,2.2,2.9,3.1,46,2.35,2.23,3.25,3.13,3.3,3.01
SP1,13/05/2007,Santander,Mallorca,0,2,A,0,0,D,14,12,5,6,17,21,13,4,3,3,1,0,1.95,3.3,3.8,1.8,3.25,4.15,1.95,3.25,3.8,1.85,3.1,4,1.9,3.2,3.5,1.95,3.2,3.75,1.9,3.2,3.5,2,3.25,3.4,1.9,3.2,3.5,45,2.05,1.93,3.35,3.2,4.05,3.74
SP1,13/05/2007,Valencia,Zaragoza,2,0,H,2,0,H,19,13,8,1,13,18,7,4,2,5,0,0,1.72,3.5,4.75,1.7,3.4,4.5,1.7,3.4,5,1.65,3.3,4.9,1.61,3.25,5,1.73,3.4,4.6,1.61,3.5,4.5,1.7,3.2,5,1.65,3.25,4.5,45,1.75,1.7,3.5,3.32,5.5,4.74
SP1,19/05/2007,Betis,Gimnastic,1,1,D,0,0,D,17,9,8,3,24,21,7,6,3,1,1,0,1.44,4.2,7,1.45,3.8,6.75,1.44,4,7.5,1.45,3.7,6.5,1.44,3.75,6,1.5,3.75,6.25,1.4,3.75,7,1.44,3.75,7,1.4,3.75,7,45,1.51,1.46,4.2,3.75,8.25,6.73
SP1,19/05/2007,Mallorca,Valencia,0,1,A,0,0,D,9,8,3,3,9,16,6,9,3,2,0,0,3.6,3.3,2,3.35,3.3,2,3.25,3.25,2.05,3,3.1,2.2,3.2,3.2,2,3.4,3.2,2.05,3.2,3.2,2,3.2,3.2,2.1,3.2,3.25,2,45,3.6,3.33,3.35,3.21,2.2,2.03
SP1,19/05/2007,Zaragoza,Ath Bilbao,4,3,H,4,1,H,16,12,12,7,18,13,4,4,3,1,0,0,1.8,3.4,4.33,1.65,3.4,5,1.72,3.4,4.4,1.75,3.2,4.3,1.67,3.4,4.33,1.8,3.4,4.1,1.66,3.3,4.5,1.67,3.3,5,1.65,3.25,4.5,45,1.8,1.73,3.5,3.32,5,4.49
SP1,20/05/2007,Ath Madrid,Barcelona,0,6,A,0,3,A,17,20,7,11,15,11,10,6,2,0,1,0,3.6,3.3,2,3.1,3.2,2.15,3.25,3.25,2.05,3,3.1,2.2,3.2,3.2,2,3.25,3.25,2.1,3.2,3.1,2.05,3.4,3.25,2,3.25,3.2,2,41,3.6,3.23,3.35,3.21,2.2,2.04
SP1,20/05/2007,Espanol,Getafe,1,5,A,1,2,A,13,11,5,6,12,21,2,6,0,2,0,0,2.25,3.2,3.1,2.1,3.2,3.2,2.1,3.2,3.2,2.2,2.9,3.2,2,3.2,3.2,2.2,3.2,3,2.2,3.1,2.87,2,3.2,3.5,2.1,3.2,3,44,2.25,2.14,3.3,3.16,3.5,3.17
SP1,20/05/2007,La Coruna,Sevilla,1,2,A,0,0,D,14,13,4,6,22,11,3,6,4,3,0,0,3.6,3.3,2,3.2,3.2,2.1,3.25,3.25,2.05,3.2,3.1,2.1,3.2,3.2,2,3.4,3.2,2.05,3.1,3.2,2.05,3.2,3.2,2.1,3.25,3.25,2,45,3.65,3.33,3.35,3.21,2.15,2.03
SP1,20/05/2007,Levante,Osasuna,1,4,A,1,3,A,19,13,5,7,16,17,0,4,1,2,1,0,2.25,3.1,3.2,2.2,3,3.2,2.2,3,3.2,2.2,2.8,3.3,2.1,3.2,3,2.2,3.2,3.1,2.2,3,3,2.2,3.2,3,2.1,3.1,3.1,45,2.25,2.19,3.25,3.06,3.4,3.13
SP1,20/05/2007,Recreativo,Real Madrid,2,3,A,0,1,A,7,12,4,4,16,15,1,5,1,2,0,0,5,3.6,1.66,4.5,3.4,1.7,4.75,3.4,1.68,4.9,3.3,1.65,4.5,3.3,1.67,4.8,3.5,1.67,4.2,3.25,1.72,4.33,3.5,1.7,4.6,3.5,1.6,45,5.35,4.77,3.6,3.41,1.75,1.67
SP1,20/05/2007,Sociedad,Celta,3,1,H,0,1,A,9,19,3,7,21,20,1,14,2,2,0,0,2,3.3,3.6,1.9,3.45,3.5,1.95,3.2,3.6,1.85,3.1,4,2,3.2,3.2,1.91,3.25,3.8,1.9,3.4,3.25,2,3.25,3.4,1.9,3.4,3.4,44,2.1,1.96,3.45,3.26,4,3.54
SP1,20/05/2007,Villarreal,Santander,2,1,H,1,0,H,9,16,4,3,17,19,3,2,1,4,0,0,1.66,3.6,5,1.65,3.5,4.75,1.75,3.25,4.5,1.8,3.1,4.2,1.73,3.2,4.33,1.75,3.3,4.6,1.72,3.25,4.2,1.75,3.25,4.5,1.7,3.25,4.5,45,1.8,1.73,3.6,3.3,5.25,4.5
SP1,26/05/2007,Barcelona,Getafe,1,0,H,1,0,H,12,9,5,3,14,22,4,3,3,5,1,0,1.22,5.5,13,1.25,4.9,10,1.25,5,12,1.25,4.6,10.5,1.22,5,10,1.25,5,11,1.22,4.8,10,1.18,5.5,13,1.22,5,10,42,1.27,1.23,5.75,5.14,13.5,11.01
SP1,26/05/2007,Real Madrid,La Coruna,3,1,H,1,0,H,11,19,4,8,20,19,4,5,1,4,0,0,1.22,5.5,13,1.2,5.55,11,1.23,5.25,13,1.2,5,12,1.16,5.5,12,1.2,6,11,1.22,4.8,10,1.2,5.5,12,1.2,5.5,11,43,1.25,1.21,6.25,5.36,15.35,11.48
SP1,26/05/2007,Valencia,Villarreal,2,3,A,1,1,D,14,12,7,5,15,15,9,1,4,4,0,0,1.61,3.6,5.5,1.55,3.65,5.5,1.62,3.5,5.5,1.6,3.4,5.2,1.5,3.4,6,1.57,3.6,5.6,1.57,3.5,5,1.53,3.5,6,1.65,3.25,5,42,1.7,1.6,3.6,3.47,6,5.36
SP1,27/05/2007,Ath Bilbao,Mallorca,1,0,H,0,0,D,7,9,2,2,11,18,6,5,1,3,0,0,1.57,3.8,5.5,1.55,4,4.85,1.62,3.6,5.5,1.6,3.4,5.2,1.66,3.4,4.33,1.55,3.75,5.5,1.61,3.5,4.5,1.67,3.4,4.75,1.55,3.5,5,44,1.7,1.62,3.8,3.5,5.8,5.05
SP1,27/05/2007,Celta,Betis,2,1,H,1,1,D,10,7,4,2,25,19,5,5,4,6,0,1,2.3,3.25,3,2.3,3.25,2.8,2.35,3.25,2.9,2.3,3.1,2.8,2.2,3.2,2.8,2.3,3.3,2.8,2.25,3.1,2.8,2.2,3.1,3.1,2.2,3.2,2.8,43,2.4,2.29,3.35,3.2,3.25,2.86
SP1,27/05/2007,Gimnastic,Ath Madrid,0,2,A,0,1,A,16,9,5,3,20,20,13,4,3,3,1,0,4.5,3.6,1.72,3.95,3.4,1.8,4.25,3.4,1.8,4,3.2,1.8,3.75,3.3,1.8,4.4,3.4,1.75,4,3.4,1.72,4.5,3.3,1.73,4,3.5,1.7,44,5,4.25,3.6,3.36,1.85,1.76
SP1,27/05/2007,Osasuna,Sociedad,2,0,H,2,0,H,14,18,2,0,17,16,11,9,1,2,0,0,3.2,3.25,2.2,3.35,3.3,2,3.2,3.3,2.15,2.9,3.2,2.1,2.75,3.1,2.3,2.9,3.4,2.2,2.75,3.1,2.3,,,,2.9,3.3,2.1,42,3.4,2.97,3.4,3.24,2.3,2.18
SP1,27/05/2007,Recreativo,Espanol,0,1,A,0,0,D,16,6,4,2,22,20,8,8,1,6,1,0,2,3.3,3.6,1.95,3.3,3.5,1.95,3.25,3.8,1.8,3.2,4,2,3.2,3.2,1.91,3.25,3.8,1.95,3.25,3.3,1.95,3.3,3.5,1.85,3.25,3.75,44,2,1.91,3.4,3.24,4.35,3.75
SP1,27/05/2007,Santander,Levante,2,3,A,1,2,A,14,13,6,5,17,24,5,3,2,5,0,0,2.05,3.3,3.5,1.75,3.45,4.15,2,3.2,3.75,2,3.2,3.3,2,3.2,3.2,2,3.25,3.5,2.05,3.2,3.1,2.1,3.2,3.2,2.1,3.2,3,43,2.1,2,3.45,3.23,3.85,3.45
SP1,27/05/2007,Sevilla,Zaragoza,3,1,H,1,0,H,23,8,11,3,15,18,12,4,3,3,0,1,1.57,4,5.25,1.55,3.65,5.5,1.58,3.6,5.75,1.6,3.4,5.2,1.5,3.4,6,1.55,3.75,5.5,1.57,3.5,5,1.53,3.5,6,1.55,3.5,5,44,1.65,1.58,4,3.54,6.25,5.42
SP1,09/06/2007,Ath Madrid,Celta,2,3,A,1,1,D,19,18,4,10,20,17,6,7,2,6,1,0,1.66,3.6,5,1.6,3.65,4.95,1.65,3.6,5,1.5,3.8,5.5,1.61,3.5,4.5,1.67,3.75,4.5,1.61,3.5,4.5,1.6,3.5,5.25,1.6,3.6,4.5,44,1.75,1.65,4,3.56,5.6,4.77
SP1,09/06/2007,Barcelona,Espanol,2,2,D,1,1,D,25,8,6,5,20,21,11,1,2,4,0,0,1.22,5.5,13,1.2,5.65,11,1.2,6,13,1.25,4.6,10.5,1.14,6,12,1.17,6.25,13,1.22,4.8,10,1.2,5.5,12,1.2,5.5,10,44,1.25,1.21,6.6,5.44,16,11.42
SP1,09/06/2007,Betis,Osasuna,0,5,A,0,1,A,16,9,4,5,23,10,10,2,2,3,0,0,1.66,3.6,5,1.6,3.75,4.75,1.65,3.6,5,1.65,3.5,4.5,1.61,3.5,4.5,1.62,3.75,4.8,1.61,3.3,5,1.62,3.6,5,1.6,3.5,4.6,43,1.7,1.63,3.9,3.52,6.4,4.98
SP1,09/06/2007,Levante,Valencia,4,2,H,2,1,H,17,6,9,3,20,16,6,3,3,3,1,3,3.2,3.25,2.2,3.2,3.2,2.1,3.3,3.1,2.2,3.4,2.9,2.1,3,3.2,2.1,3.25,3.25,2.1,3.2,3,2.1,3.4,3,2.1,3.25,3,2.1,42,3.5,3.19,3.32,3.09,2.45,2.17
SP1,09/06/2007,Mallorca,Sevilla,0,0,D,0,0,D,20,12,7,5,19,17,5,2,2,4,0,1,5.5,3.8,1.57,5.35,4,1.5,5.5,3.75,1.57,5.2,3.4,1.6,4.5,3.5,1.61,5.6,3.8,1.53,5,3.5,1.57,5.5,3.8,1.53,4.35,3.75,1.6,44,5.6,5.1,4.15,3.62,1.72,1.59
SP1,09/06/2007,Sociedad,Santander,0,0,D,0,0,D,16,4,3,1,13,19,9,6,2,7,0,2,1.57,3.8,5.5,1.55,3.75,5.4,1.57,3.75,5.5,1.5,3.8,5.5,1.5,3.6,5.5,1.5,4,5.75,1.53,3.6,5,1.57,3.6,5.5,1.55,3.75,4.6,44,1.62,1.55,4.35,3.71,6.5,5.41
SP1,09/06/2007,Villarreal,Ath Bilbao,3,1,H,2,1,H,7,13,2,3,12,9,2,7,2,1,0,0,1.66,3.6,5,1.6,3.75,4.75,1.65,3.6,5,1.55,3.5,5.5,1.57,3.5,5,1.67,3.6,4.75,1.61,3.3,5,1.6,3.4,5.5,1.65,3.4,4.5,43,1.75,1.64,4.1,3.51,5.6,4.91
SP1,09/06/2007,Zaragoza,Real Madrid,2,2,D,1,0,H,9,19,5,7,19,19,0,8,3,3,0,0,4.75,3.75,1.66,4.85,4,1.55,4.75,3.5,1.7,4.5,3.3,1.7,4.33,3.4,1.66,4.33,3.8,1.67,4.33,3.4,1.66,4.33,3.4,1.73,4,3.5,1.7,44,5.1,4.51,4.35,3.57,1.77,1.69
SP1,10/06/2007,Getafe,Gimnastic,0,1,A,0,0,D,15,6,6,1,20,20,4,2,3,0,0,0,1.4,4.33,7.5,1.35,4,9,1.45,4,7,1.45,3.7,6.5,1.5,3.4,6,1.4,4,8,1.44,3.75,6,1.4,3.8,8,1.45,3.6,6.5,42,1.5,1.42,4.9,3.91,8,7.04
SP1,10/06/2007,La Coruna,Recreativo,2,5,A,0,2,A,21,16,5,10,9,13,12,3,2,0,0,0,2.05,3.3,3.5,1.85,3.3,3.85,2,3.25,3.6,1.9,3.1,3.8,2,3.2,3.2,1.91,3.25,3.8,2.05,3.2,3.1,1.91,3.25,3.75,2,3.2,3.25,43,2.07,1.97,3.35,3.22,4.3,3.52
SP1,17/06/2007,Ath Bilbao,Levante,2,0,H,0,0,D,19,6,6,2,13,18,12,4,3,2,0,0,1.33,5.25,8.5,1.35,5,6.25,1.32,4.75,8.5,1.25,4.8,8,1.33,4.33,7,1.28,5.5,7,1.25,5,8,1.36,4.2,8,1.33,4.5,7,41,1.36,1.31,5.5,4.73,9,7.75
SP1,17/06/2007,Celta,Getafe,2,1,H,1,1,D,10,15,3,3,22,26,2,8,2,1,0,0,1.4,4.75,6.5,1.4,4.5,6,1.4,4.25,7,1.35,4.2,6.5,1.4,3.75,7,1.35,5,6.25,1.33,4.33,7,1.4,4.2,7,1.4,4.35,6,42,1.44,1.38,5.6,4.37,8,6.68
SP1,17/06/2007,Espanol,La Coruna,1,3,A,0,0,D,13,15,6,5,23,12,5,9,2,2,0,1,1.8,3.5,4.2,1.65,3.5,4.75,1.8,3.4,4.25,1.9,3.2,3.6,1.73,3.2,4.33,1.7,3.4,4.5,1.72,3.4,4,1.73,3.5,4.2,1.75,3.25,4,42,1.9,1.78,3.7,3.36,4.7,4.16
SP1,17/06/2007,Gimnastic,Barcelona,1,5,A,0,3,A,10,23,2,12,23,8,2,6,1,0,0,0,13,7,1.16,10,6,1.2,13,7,1.17,10.5,4.6,1.25,11,5,1.2,12,6.25,1.17,10,6,1.16,13,6,1.17,11,6,1.15,42,14,12.13,8,6.18,1.25,1.17
SP1,17/06/2007,Osasuna,Ath Madrid,1,2,A,0,1,A,19,7,9,5,10,15,14,1,1,2,0,0,3.2,3.5,2.1,2.85,3.25,2.25,3.1,3.4,2.1,2.9,3.4,2.1,2.8,3.2,2.2,2.95,3.5,2.1,2.75,3.4,2.15,3,3.5,2.05,2.9,3.25,2.1,42,3.25,3.01,3.7,3.32,2.25,2.12
SP1,17/06/2007,Real Madrid,Mallorca,3,1,H,0,1,A,17,6,7,1,18,21,6,2,4,3,0,0,1.12,9,17,1.15,7,11,1.13,7,15,1.12,6,16,1.14,6,12,1.13,7,13,1.12,6.5,12,1.11,7,17,1.1,7,13,42,1.15,1.13,9,6.82,20.8,14.6
SP1,17/06/2007,Recreativo,Zaragoza,1,1,D,1,0,H,11,10,5,3,6,16,6,4,0,4,0,1,3.25,3,2.3,2.95,3.15,2.25,3.1,3,2.3,3.4,2.5,2.3,2.75,3.2,2.25,3.1,3,2.25,3.1,2.8,2.25,3.4,2.9,2.15,3,2.9,2.25,42,3.55,3.14,3.2,2.95,2.35,2.25
SP1,17/06/2007,Santander,Betis,0,2,A,0,0,D,9,17,1,3,16,16,0,5,1,3,0,0,3.4,3.5,2,3.15,3.35,2.05,3.4,3.4,2,3.2,3.3,2,3,3.4,2,3.25,3.55,1.95,3,3.4,2,3.4,3.3,2,3.25,3.4,1.9,42,3.75,3.32,3.55,3.35,2.1,1.98
SP1,17/06/2007,Sevilla,Villarreal,0,1,A,0,0,D,12,13,3,5,12,19,3,3,3,3,0,0,1.85,3.6,3.8,1.8,3.6,3.75,1.85,3.5,3.8,1.9,3.4,3.4,1.73,3.5,3.75,1.75,3.75,3.75,1.9,3.25,3.4,1.85,3.4,3.75,1.8,3.4,3.75,41,2.05,1.85,3.75,3.47,4,3.66
SP1,17/06/2007,Valencia,Sociedad,3,3,D,2,2,D,16,13,7,3,19,19,8,6,1,2,0,0,2.15,3.5,3.1,2,3.55,3.1,2.1,3.4,3.2,2.1,3.4,2.9,2,3.4,3,2.05,3.4,3.1,2.1,3.4,2.8,2.15,3.5,2.88,2.1,3.25,3,42,2.25,2.09,3.9,3.38,3.3,3.02
