Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,PSCH,PSCD,PSCA
SP1,25/01/2014,Sevilla,Levante,2,3,A,1,1,D,28,7,10,6,15,15,7,3,3,3,1,1,1.36,4.75,8.5,1.35,4.75,9,1.4,4.4,7.3,1.4,4.5,7.5,1.38,5.1,9.76,1.4,4.5,8,1.36,4.8,9.5,1.4,4.75,10,39,1.4,1.36,5.27,4.69,10.5,8.87,1.35,5.43,10.42
SP1,25/01/2014,Valencia,Espanol,2,2,D,2,2,D,15,9,5,2,13,11,10,4,3,0,0,0,1.53,4,6,1.57,3.8,6,1.6,3.7,5.4,1.6,3.8,5.5,1.6,4.14,6.46,1.62,3.6,6,1.6,3.9,6,1.62,4,6.25,39,1.63,1.58,4.11,3.86,7,6.01,1.68,4.01,5.64
SP1,25/01/2014,Valladolid,Villarreal,1,0,H,1,0,H,8,4,2,2,19,13,8,2,4,0,0,0,4,3.3,1.95,3.9,3.5,1.91,4,3.45,1.85,3.75,3.4,2,4.12,3.62,2,4,3.2,2,4,3.5,1.95,4.1,3.5,2,41,4.4,3.91,3.6,3.43,2.02,1.95,4.37,3.74,1.91
SP1,26/01/2014,Almeria,Getafe,1,0,H,0,0,D,7,16,4,5,19,16,10,12,2,2,0,0,2.4,3.2,3,2.35,3.25,3,2.3,3.3,2.9,2.38,3.3,2.9,2.4,3.31,3.32,2.5,3.2,2.8,2.4,3.25,3.1,2.45,3.25,3.2,41,2.5,2.36,3.4,3.26,3.28,3.05,2.42,3.29,3.28
SP1,26/01/2014,Barcelona,Malaga,3,0,H,1,0,H,23,4,10,2,13,16,15,2,1,3,0,0,1.08,10,23,1.08,11,21,1.1,8,20,1.09,10,21,1.09,13.5,33,1.08,9,34,1.09,11,26,1.1,12,34,39,1.13,1.08,16,10.3,42.62,25.36,1.08,14.24,36.92
SP1,26/01/2014,Osasuna,Ath Bilbao,1,5,A,1,2,A,11,19,1,9,24,13,1,8,3,4,1,0,3.5,3.2,2.15,3.4,3.25,2.15,3.1,3.3,2.2,3.1,3.4,2.25,3.55,3.46,2.23,3.3,3.2,2.25,3.25,3.4,2.25,3.6,3.3,2.2,39,3.75,3.35,3.45,3.27,2.26,2.19,3.49,3.34,2.3
SP1,26/01/2014,Vallecano,Ath Madrid,2,4,A,1,3,A,13,15,6,7,16,13,8,9,2,1,0,0,8,4.5,1.4,7.75,4.5,1.4,7.3,4.4,1.4,8.5,4.5,1.36,9.25,4.91,1.41,8,4,1.44,9.5,4.8,1.36,8.5,4.5,1.45,39,9.6,8.18,5.01,4.47,1.45,1.4,8.91,5.33,1.39
SP1,27/01/2014,Sociedad,Elche,4,0,H,2,0,H,7,18,5,6,9,8,4,6,1,2,0,0,1.5,4,7,1.48,4.1,6.75,1.4,4.6,6.8,1.5,4.2,6.5,1.54,4.41,6.98,1.53,3.75,7,1.44,4.33,7.5,1.55,4.4,6.5,39,1.55,1.5,4.6,4.2,7.5,6.39,1.54,4.37,7.04
SP1,31/01/2014,Granada,Celta,1,2,A,1,1,D,16,10,3,3,10,14,9,4,2,4,0,0,2.1,3.5,3.25,2,3.4,3.7,2,3.3,3.6,2.1,3.3,3.5,2.17,3.5,3.67,2.1,3.25,3.6,2,3.5,3.8,2.15,3.4,3.7,43,2.2,2.11,3.55,3.36,3.8,3.55,2.24,3.53,3.47
SP1,01/02/2014,Barcelona,Valencia,2,3,A,1,1,D,20,8,5,4,18,8,9,5,2,3,1,0,1.13,8,19,1.13,8,17,1.15,7,15,1.14,8,17,1.13,10.9,24.39,1.14,7,21,1.14,8.5,19,1.14,8.5,23,44,1.16,1.13,10.9,8.19,26,19.86,1.14,9.9,23.13
SP1,01/02/2014,Getafe,Valladolid,0,0,D,0,0,D,7,10,1,2,11,13,2,9,2,3,0,0,2,3.4,3.75,1.91,3.4,4,2,3.3,3.6,2,3.4,3.75,1.98,3.47,4.42,2,3.2,4,1.95,3.4,4.2,2,3.4,4.2,44,2.04,1.97,3.5,3.35,4.37,3.96,2.05,3.38,4.27
SP1,01/02/2014,Levante,Vallecano,0,0,D,0,0,D,11,16,2,5,23,20,6,6,2,3,0,0,2.15,3.3,3.4,2.2,3.2,3.4,2,3.3,3.6,2.15,3.3,3.4,2.17,3.52,3.64,2.2,3.2,3.4,2.2,3.4,3.4,2.2,3.4,3.6,44,2.25,2.16,3.5,3.33,3.7,3.38,2.4,3.55,3.11
SP1,01/02/2014,Malaga,Sevilla,3,2,H,1,0,H,14,11,7,4,12,14,3,5,3,5,0,0,2.8,3.4,2.4,2.85,3.25,2.45,2.75,3.3,2.4,2.8,3.4,2.4,3.09,3.48,2.45,3,3,2.5,2.88,3.4,2.5,3,3.4,2.5,44,3.09,2.9,3.48,3.3,2.55,2.44,3.16,3.52,2.38
SP1,02/02/2014,Ath Bilbao,Real Madrid,1,1,D,0,0,D,9,10,3,3,13,14,6,3,1,1,0,1,5.25,4,1.62,4.75,4.33,1.6,5.4,3.9,1.57,5.5,4.33,1.53,5.05,4.19,1.71,5,3.75,1.67,5.25,4.2,1.62,4.75,4.1,1.7,44,6,5.11,4.35,3.92,1.71,1.65,5.61,4.31,1.64
SP1,02/02/2014,Ath Madrid,Sociedad,4,0,H,1,0,H,12,10,6,2,16,13,6,7,3,2,0,0,1.3,5,10,1.31,5,9.75,1.37,4.6,7.5,1.33,5,9,1.33,5.64,10.85,1.36,4.5,9,1.3,5.5,11,1.33,5.4,11,44,1.37,1.32,5.7,4.98,12,10.2,1.33,5.76,10.62
SP1,02/02/2014,Betis,Espanol,2,0,H,0,0,D,13,6,3,1,15,15,8,5,3,1,0,0,2.3,3.2,3.2,2.3,3.3,3.1,2.2,3.4,3,2.3,3.3,3.1,2.34,3.44,3.31,2.38,3.1,3.1,2.3,3.3,3.25,2.38,3.3,3.4,43,2.38,2.29,3.44,3.26,3.44,3.18,2.27,3.5,3.38
SP1,02/02/2014,Elche,Almeria,1,0,H,0,0,D,13,10,5,3,14,18,8,3,3,3,1,0,2,3.4,3.75,1.95,3.3,4,2,3.3,3.6,2,3.4,3.75,1.94,3.43,4.68,2,3.2,4,1.91,3.4,4.33,1.95,3.4,4.4,44,2.01,1.95,3.45,3.34,4.68,4.05,1.92,3.36,4.98
SP1,03/02/2014,Villarreal,Osasuna,3,1,H,0,0,D,13,10,8,2,17,8,5,2,2,1,0,0,1.33,5,9,1.37,4.4,9.25,1.4,4.6,6.8,1.36,4.8,8,1.4,4.82,10.2,1.4,4.5,8,1.36,4.8,9,1.4,4.8,10,42,1.4,1.37,5.2,4.58,10.5,9.11,1.44,4.77,8.57
SP1,07/02/2014,Espanol,Granada,1,0,H,0,0,D,13,13,5,1,17,19,3,3,4,5,1,0,1.8,3.5,4.5,1.78,3.4,4.75,1.9,3.45,3.8,1.85,3.4,4.5,1.85,3.58,4.96,1.85,3.4,4.4,1.85,3.5,4.5,1.85,3.5,5,44,1.95,1.81,3.67,3.49,5.29,4.73,1.83,3.67,5.03
SP1,08/02/2014,Almeria,Ath Madrid,2,0,H,0,0,D,7,12,3,1,21,8,2,1,2,2,0,1,10,5.25,1.29,10,5,1.3,9,5,1.3,8.5,5,1.33,13.07,5.52,1.31,12,4.33,1.33,12,5.5,1.29,11,5.4,1.33,43,13.07,10.45,6,5.21,1.34,1.3,9.64,4.94,1.4
SP1,08/02/2014,Real Madrid,Villarreal,4,2,H,2,1,H,13,10,6,3,10,7,6,3,0,2,0,0,1.33,5,8.5,1.35,5,8,1.3,5,9,1.4,5,7,1.38,5.4,9.28,1.4,4.2,9,1.4,4.75,8.5,1.36,5.25,8,43,1.4,1.35,5.6,5.03,10,8.53,1.29,6.21,12.09
SP1,08/02/2014,Valencia,Betis,5,0,H,2,0,H,18,9,9,2,7,15,9,9,0,2,0,0,1.44,4.33,7,1.44,4.4,7,1.45,4,7,1.44,4.5,6.5,1.51,4.65,7.11,1.5,3.6,8,1.5,4.33,7,1.5,4.3,8,44,1.51,1.47,5,4.28,9,7.19,1.56,4.58,6.3
SP1,08/02/2014,Vallecano,Malaga,4,1,H,3,0,H,11,15,6,5,20,14,3,5,3,3,0,1,2.4,3.2,3,2.4,3.25,2.95,2.4,3.3,2.75,2.5,3.25,2.8,2.47,3.47,3.05,2.5,3.1,2.9,2.45,3.3,3,2.55,3.3,3,44,2.55,2.43,3.5,3.3,3.3,2.92,2.36,3.43,3.28
SP1,09/02/2014,Osasuna,Getafe,2,0,H,1,0,H,14,18,7,4,19,11,4,6,1,4,0,0,2.1,3.2,3.6,2.15,3.2,3.5,2.1,3.3,3.3,2.15,3.25,3.4,2.21,3.27,3.82,2.25,3.1,3.4,2.1,3.4,3.6,2.2,3.3,3.75,44,2.25,2.16,3.4,3.21,3.82,3.51,2.1,3.39,4.02
SP1,09/02/2014,Sevilla,Barcelona,1,4,A,1,2,A,15,9,4,5,22,9,6,0,3,3,0,0,6,4,1.53,5.5,4.33,1.53,6.1,4,1.5,6,4.33,1.5,5.69,4.64,1.59,6,4,1.53,6,4.1,1.57,5.5,4.2,1.6,43,7,5.88,4.64,4.16,1.61,1.55,5.86,4.75,1.56
SP1,09/02/2014,Sociedad,Levante,0,0,D,0,0,D,18,6,6,0,10,20,7,3,2,3,0,0,1.44,4.33,7,1.45,4.2,7.25,1.5,4,6.1,1.5,4.33,6,1.47,4.77,7.81,1.44,3.75,10,1.44,4.33,8,1.45,4.33,7.5,44,1.5,1.45,5,4.28,10,7.6,1.55,4.21,7.27
SP1,09/02/2014,Valladolid,Elche,2,2,D,0,1,A,13,9,3,4,15,15,9,2,2,2,0,0,2.05,3.2,3.8,2.05,3.3,3.6,2,3.3,3.6,2.05,3.25,3.75,2.21,3.26,3.83,2.2,3,3.6,2.05,3.3,3.9,2.2,3.2,3.9,44,2.25,2.14,3.5,3.2,3.9,3.62,2.17,3.22,4.03
SP1,10/02/2014,Celta,Ath Bilbao,0,0,D,0,0,D,14,7,1,1,12,9,5,6,1,3,0,0,3.1,3.3,2.3,3.1,3.3,2.25,3.1,3.3,2.2,3.25,3.4,2.15,3.44,3.45,2.27,3.3,3.1,2.3,3.25,3.4,2.25,3.3,3.3,2.3,41,3.6,3.21,3.5,3.3,2.32,2.25,3.25,3.4,2.39
SP1,14/02/2014,Elche,Osasuna,0,0,D,0,0,D,11,8,2,3,10,11,7,7,3,3,0,0,2.1,3.2,3.6,2.1,3.25,3.5,2.1,3.3,3.3,2.15,3.25,3.5,2.23,3.23,3.83,2.15,3.2,3.6,2.1,3.3,3.6,2.2,3.25,3.75,45,2.24,2.16,3.39,3.23,3.8,3.57,2.37,3.23,3.47
SP1,15/02/2014,Ath Madrid,Valladolid,3,0,H,2,0,H,13,4,5,0,10,11,8,3,0,3,0,0,1.18,7,13,1.18,6.25,16.5,1.2,5.8,13,1.2,6,13,1.2,7.4,19.1,1.2,6,15,1.15,7.5,19,1.2,7,19,45,1.22,1.19,8,6.67,20,15.63,1.19,7.34,21.74
SP1,15/02/2014,Barcelona,Vallecano,6,0,H,2,0,H,21,9,10,4,6,10,12,5,0,0,0,0,1.07,11,29,1.08,9.75,26,1.08,9.5,22,1.08,11,23,1.07,18.88,31.67,1.08,11,23,1.07,12,29,1.06,15,34,45,1.1,1.07,18.88,11.79,41,29.57,1.06,19.19,37.66
SP1,15/02/2014,Levante,Almeria,1,0,H,0,0,D,13,13,3,3,13,16,1,9,1,4,0,0,2.05,3.1,4,1.91,3.3,4.2,2,3.3,3.6,2.05,3.3,3.75,2.08,3.33,4.17,2.1,3,4,2,3.3,4,2.1,3.3,4.1,44,2.1,2.03,3.6,3.24,4.2,3.89,2.2,3.36,3.75
SP1,15/02/2014,Villarreal,Celta,0,2,A,0,0,D,19,8,5,2,14,11,9,2,2,4,0,0,1.53,4,6,1.57,3.7,6.25,1.5,4,6.1,1.57,4,6,1.56,4.26,7.03,1.57,3.75,6.5,1.53,4.2,6.5,1.57,4.2,6.5,45,1.6,1.54,4.5,4.04,7.13,6.24,1.67,4.04,5.76
SP1,16/02/2014,Ath Bilbao,Espanol,1,2,A,0,1,A,10,14,3,7,15,14,5,6,2,2,1,0,1.57,3.8,6,1.6,3.75,5.75,1.55,3.9,5.6,1.53,4,6,1.64,4.16,5.94,1.62,3.8,5.5,1.57,4,6,1.65,4,6,43,1.65,1.59,4.5,3.93,6.5,5.68,1.69,3.84,6.01
SP1,16/02/2014,Getafe,Real Madrid,0,3,A,0,2,A,9,16,1,7,16,14,8,10,3,4,0,0,10,5.25,1.29,9.75,5,1.31,9,5,1.3,10,5,1.3,12.2,6.16,1.29,11,5,1.3,11,5.5,1.29,12,6,1.29,45,14,10.57,6.9,5.59,1.37,1.28,14.16,7.12,1.24
SP1,16/02/2014,Granada,Betis,1,0,H,1,0,H,13,11,4,6,20,15,4,4,4,3,1,1,2.1,3.2,3.6,2.1,3.3,3.5,2.1,3.3,3.3,2.2,3.3,3.3,2.23,3.41,3.59,2.2,3.1,3.5,2.2,3.3,3.4,2.2,3.3,3.6,45,2.24,2.17,3.48,3.29,3.7,3.4,2.4,3.39,3.23
SP1,16/02/2014,Sevilla,Valencia,0,0,D,0,0,D,17,9,2,0,22,13,14,1,2,5,1,1,2,3.6,3.5,2,3.6,3.5,2.1,3.3,3.3,2.1,3.4,3.5,2.09,3.71,3.7,2.1,3.4,3.4,2.05,3.6,3.5,2.1,3.6,3.6,45,2.15,2.07,3.71,3.49,3.8,3.47,2.06,3.79,3.67
SP1,17/02/2014,Malaga,Sociedad,0,1,A,0,1,A,14,7,5,3,12,15,6,2,3,0,0,0,2.7,3.25,2.6,2.8,3.3,2.45,2.65,3.3,2.5,2.62,3.4,2.62,2.76,3.38,2.76,2.7,3.1,2.7,2.63,3.4,2.63,2.75,3.25,2.75,45,2.92,2.68,3.45,3.22,2.82,2.67,2.49,3.56,2.96
SP1,21/02/2014,Valladolid,Levante,1,1,D,0,1,A,11,3,2,1,13,16,4,1,3,3,0,0,2.1,3.1,3.8,2.05,3.25,3.7,2.1,3.3,3.3,2.1,3.2,3.6,2.18,3.27,3.91,2.05,3.1,4,2,3.3,4,2.15,3.25,3.9,43,2.22,2.12,3.5,3.22,4,3.73,2.19,3.22,3.94
SP1,22/02/2014,Almeria,Malaga,0,0,D,0,0,D,7,14,2,2,14,23,5,5,2,5,0,0,2.5,3.2,2.88,2.6,3.25,2.7,2.4,3.3,2.75,2.6,3.2,2.75,2.68,3.3,2.91,2.7,3.1,2.7,2.5,3.25,2.88,2.7,3.2,2.9,43,2.7,2.57,3.3,3.18,3,2.8,2.71,3.22,2.94
SP1,22/02/2014,Celta,Getafe,1,1,D,0,1,A,19,6,8,4,15,16,5,0,6,4,0,1,1.75,3.6,4.75,1.72,3.5,5,1.85,3.45,4,1.75,3.6,4.8,1.75,3.78,5.41,1.75,3.4,5,1.8,3.6,4.5,1.75,3.7,5.25,44,1.85,1.76,3.82,3.6,5.41,4.75,1.72,3.73,5.79
